uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes,fragment,in_deck
aws-d4-compute-utilization-optimization,concept,new,https://aws.amazon.com/fargate/pricing/ | https://aws.amazon.com/ecs/pricing/ | https://aws.amazon.com/lambda/pricing/ | https://docs.aws.amazon.com/lambda/latest/dg/gettingstarted-limits.html,"Fargate: pay for vCPU, memory and storage per second with a 1-minute minimum, from container image pull until task terminates; ECS EC2 launch type: no additional charge, pay for EC2 instances and EBS volumes; Savings Plans apply to Fargate vCPU and memory; Lambda: $0.20 per 1M requests plus duration in GB-seconds rounded up to nearest 1 ms; Lambda timeout 900 seconds (15 minutes) for standard invocations, memory 128 MB to 10,240 MB. NOTE: backlog's '>~60-70% utilization break-even' has no primary source; card states the rule qualitatively (sustained high utilization -> EC2 with commitment; bursty -> Fargate/Lambda)",2026-09-21,check-B2.5,"none (Fargate per-second 1-min minimum from image pull, Lambda $0.20 per 1M, 1 ms, 900 s, 10,240 MB re-verified; note Lambda Managed Instances async allow 90 min, card keeps the standard 15 min)",B2.5.md,yes
aws-d4-pat-nat-single-vs-per-az,pattern,new,https://aws.amazon.com/vpc/pricing/ | https://aws.amazon.com/ec2/pricing/on-demand/ | https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-basics.html | https://aws.amazon.com/vpc/pricing/ (NAT example) | b0.p.awsstatic.com meteredUnitMaps ec2/natgateway.json,"NAT gateway $0.045 per hour and $0.045 per GB processed (pricing page example, US East); data transfer charges apply between NAT gateway and EC2 instance in a different AZ; cross-AZ data transfer $0.01/GB in each direction (EC2 on-demand pricing, Data Transfer within the same AWS Region); NAT gateway is created in a specific AZ; if its AZ is down other AZs lose internet access; create a NAT gateway in each AZ and configure routing so resources use the NAT gateway in the same AZ; monthly = 0.045 x 730 h = $32.85 (~$33)",2026-09-21,check-B2.5,"none (0.045/h and 0.045/GB US East from feed, $0.01/GB each direction cross-AZ from EC2 on-demand page text, NAT per-AZ guidance re-verified)",B2.5.md,yes
aws-iam-roles-vs-users,service+concept,partial,https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/root-user-best-practices.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction_attribute-based-access-control.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_evaluation-logic.html,"backlog rows aws-iam-service + aws-security-best-practices-concept merged (same existing_uid). Verified: IAM/STS/Identity Center offered at no additional charge; policy types list (identity-based, resource-based, permissions boundaries, SCPs, RCPs, ACLs, session policies) and that boundaries/SCPs/session policies do not grant; explicit deny overrides allow, default implicit deny; ABAC = tag-based (aws:PrincipalTag/aws:ResourceTag); best practices: federation via Identity Center for humans, roles for workloads, MFA, no root access keys, least privilege, CloudTrail. Self-referential USAGE replaced per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-organizations-scp,service+concept,partial,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_org_support-all-features.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_getting-started_concepts.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidated-billing.html | https://docs.aws.amazon.com/ram/latest/userguide/what-is.html,"backlog rows aws-organizations-service + aws-multi-account-access-management merged. Verified: SCP never grants, applies to member accounts incl. root user, not to management account or service-linked roles; SCPs available only with all features enabled (also policies/delegated admin need all features); OU nesting inherits policies (up to five levels); consolidated billing shares volume pricing tiers, Reserved Instance and Savings Plans discounts at no extra fee; delegated administrator for services; RAM shares subnets/transit gateways without copying, no charge.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-iam-identity-center,concept,partial,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_providers.html | https://docs.aws.amazon.com/singlesignon/latest/userguide/what-is.html | https://docs.aws.amazon.com/cognito/latest/developerguide/identity-pools.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_request.html,"backlog row aws-federated-access-concept. Verified: federation table (Identity Center = multi-account workforce, SAML 2.0/AD/Identity Center directory; IAM federation = single standalone account, SAML 2.0 or OIDC; Cognito identity pools = app users, AssumeRoleWithWebIdentity); Identity Center organization instance lives in management account, permission sets provision across accounts; AssumeRoleWithSAML/AssumeRoleWithWebIdentity are unsigned calls returning temporary credentials; identity pools issue temporary credentials for authenticated and guest users. Difficulty raised d1->d2 per row.",2026-09-21,check-B3a,A: Cognito clause reworded - identity pools issue role credentials via GetCredentialsForIdentity in the enhanced flow and call AssumeRoleWithWebIdentity directly only in the classic flow (identity-pools.html); was stated as unconditional AssumeRoleWithWebIdentity.,B3a.md,yes
aws-iam-policy-evaluation-explicit-deny,pattern,partial,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_evaluation-logic.html,"backlog row aws-iam-policy-types-pattern. Verified: six policy types and their roles; resource-based policy in same account needs no identity policy, cross-account needs both; permissions boundary = max for identity-based policy, does not grant; SCP = max for member-account principals; session policy limits a session; ACLs = cross-account only, non-JSON; same-account identity OR resource allow suffices; explicit deny in any policy overrides allow.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-sts-assume-role-cross-account,pattern,partial,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_request.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_revoke-sessions.html,"backlog row aws-sts-temporary-credentials. Verified: AssumeRole, AssumeRoleWithWebIdentity (JWT, unsigned), AssumeRoleWithSAML (unsigned, default 1 hour), GetFederationToken (default 12 h, 900 s to 129,600 s = 15 min to 36 h), GetSessionToken (IAM user, default 12 h, 15 min to 36 h, root capped at 1 h); AssumeRole DurationSeconds up to 43,200 s (12 h) subject to role max session duration; role chaining capped at one hour regardless of role setting; revoke via Deny with DateLessThan aws:TokenIssueTime (only affects temporary-credential requests). External ID/confused deputy retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-guardduty-inspector-macie-detective,service x4,partial,https://docs.aws.amazon.com/guardduty/latest/ug/what-is-guardduty.html | https://docs.aws.amazon.com/inspector/latest/user/what-is-inspector.html | https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html | https://docs.aws.amazon.com/detective/latest/userguide/what-is-detective.html,"backlog rows aws-detective-service + aws-guardduty-service + aws-inspector-service + aws-macie-service merged (same existing_uid). Verified: GuardDuty foundational sources = CloudTrail management events, VPC flow logs, DNS logs, no extra enablement; protection plans S3, EKS, Runtime Monitoring, Malware (EC2/S3/Backup), RDS, Lambda, AI; multi-account via Organizations; EventBridge event on finding changes. Inspector scans EC2, ECR images, Lambda; continuous rescans on package/patch/new CVE; network reachability; delegated administrator; findings to EventBridge and Security Hub. (SSM Agent dependency for EC2 agent-based scanning is stated in Inspector scanning docs; agentless option also exists.) Macie: S3 general purpose bucket inventory, public/encryption/shared evaluation, automated discovery + discovery jobs, managed and custom data identifiers, EventBridge/Security Hub; S3 only. Detective: extracts events from CloudTrail and VPC flow logs, ingests GuardDuty findings, behavior graph, up to a year of data. Difficulty d2->d1 per rows.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-direct-connect-encryption,service,partial,https://docs.aws.amazon.com/directconnect/latest/UserGuide/Welcome.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/dedicated_connection.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/hosted_connection.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/MACsec.html | https://aws.amazon.com/directconnect/resiliency-recommendation/,"backlog row aws-direct-connect-service. Verified: dedicated port speeds 1, 10, 100, 400 Gbps; hosted 50 Mbps to 25 Gbps (50/100/200/300/400/500 Mbps, 1/2/5/10/25 Gbps) provisioned by a partner; up to 72 business hours for AWS to provision the port, then LOA-CFA and cross-connect (weeks overall); private VIF -> one VPC or DX gateway (multi-Region/account), transit VIF -> transit gateways, public VIF -> public AWS services; MACsec on 10/100/400 Gbps dedicated connections at selected points of presence, not on hosted connections, layer-2 point-to-point only; resiliency models need separate connections/locations. Difficulty d3->d2 per row; USAGE added per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-waf-vs-shield,service x2,partial,https://docs.aws.amazon.com/waf/latest/developerguide/how-aws-waf-works.html | https://docs.aws.amazon.com/waf/latest/developerguide/web-acl-associating-aws-resource.html | https://aws.amazon.com/waf/pricing/ | https://aws.amazon.com/shield/pricing/,"backlog rows aws-shield-service + aws-waf-service merged. Verified: web ACL / rules / rule groups / managed rule groups / rate-based; association targets = API Gateway REST, ALB, AppSync, Cognito user pool, App Runner, Bedrock AgentCore Gateway, Verified Access, Amplify (regional) and CloudFront (global, us-east-1); NLB and EC2 not listed; WAF pricing $5.00 per web ACL/month, $1.00 per rule/month, $0.60 per million requests; Shield Standard no additional charge (L3/L4); Shield Advanced $3,000/month, 1-year commitment, DDoS Response Team, DDoS cost protection, WAF requests on protected resources included. Difficulty d2->d1 per rows.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-secrets-manager-vs-parameter-store,concept,partial,https://aws.amazon.com/secrets-manager/pricing/ | https://aws.amazon.com/systems-manager/pricing/ | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/configuring-instance-metadata-service.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,"backlog row aws-app-credentials-security-concept. Verified: Secrets Manager $0.40 per secret per month, $0.05 per 10,000 API calls; Parameter Store standard parameters no additional charge, advanced $0.05 per parameter per month; IMDSv2 session token via PUT, hop limit 1 by default, token TTL up to 6 hours; best practice: compute services receive temporary role credentials, no long-lived keys distributed to workloads. Stem trimmed per backlog section 3 (was 261 chars).",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-alb-authentication-cognito-oidc,concept,partial,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listener-authenticate-users.html,"backlog row aws-secure-application-access-concept. Verified: authenticate-cognito / authenticate-oidc supported only on HTTPS listeners; x-amzn-oidc-data is the only signed header, verify signature and signer ARN; load balancer must reach IdP token/user-info endpoints, internal ALB needs a NAT gateway; restrict targets to the ALB security group. Session Manager / presigned URL / OAC / VPC endpoint angles are cross-references to existing live cards (aws-ssm-session-manager-vs-bastion, aws-s3-presigned-urls, aws-s3-cloudfront-oac, aws-vpc-endpoints-gateway-vs-interface).",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-vpc-security-group-vs-nacl,pattern,partial,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html | https://docs.aws.amazon.com/vpc/latest/userguide/nacl-rules.html | https://docs.aws.amazon.com/vpc/latest/userguide/default-network-acl.html | https://docs.aws.amazon.com/vpc/latest/userguide/nacl-ephemeral-ports.html,"backlog row aws-nacl-rules-pattern. Verified: NACL stateless, subnet-level, rules 1-32766 evaluated lowest first, first match applies, asterisk rule denies; default NACL allows all inbound/outbound (rule 100), custom NACL denies all until rules added; ephemeral ports 1024-65535 recommended (Linux 32768-60999, Windows 49152-65535, NAT gateway/ELB 1024-65535), return traffic needs rules in both directions; security groups stateful. Difficulty d1->d2 per row; scenario stem and USAGE added per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-vpc-private-subnet-nat,pattern,partial,https://docs.aws.amazon.com/vpc/latest/userguide/configure-subnets.html | https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Route_Tables.html,"backlog row aws-public-private-subnet-segmentation (absorbs aws-subnet-tiers-pattern). Verified: subnet types defined by routing: public = direct route to internet gateway, private = no direct IGW route, NAT device for outbound, isolated = no routes outside the VPC; subnet lives in one AZ; public IP auto-assign is a subnet attribute. VPC endpoint sentence removed and self-referential USAGE replaced per backlog section 3. Difficulty d2->d1 per row.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-vpc-peering-vs-transit-gateway,pattern,partial,https://docs.aws.amazon.com/vpc/latest/userguide/RouteTables.html | https://docs.aws.amazon.com/vpc/latest/userguide/route-tables-priority.html | https://docs.aws.amazon.com/vpc/latest/userguide/configure-subnets.html | https://docs.aws.amazon.com/vpc/latest/userguide/vpc-peering.html,backlog row aws-route-tables-pattern (absorbs aws-vpc-routing-pattern). Verified: main route table controls subnets not explicitly associated; every subnet is associated with one route table; local route is the default in-VPC route; propagation adds VPN routes automatically when enabled on a virtual private gateway; longest prefix match wins; static route takes priority over a propagated route with an identical destination. Peering non-transitive / non-overlapping CIDR / routes on both sides retained from live card (Amazon VPC Peering Guide).,2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,no: alternate replacement block not used
aws-cloudtrail-vs-config-vs-cloudwatch,service,partial,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-user-guide.html,"backlog row aws-cloudtrail-service. Verified: Event history = 90 days of management events per Region, no charge; trails deliver to S3 with optional CloudWatch Logs/EventBridge, one copy of ongoing management events free; organization trails via Organizations; Insights events optional; CloudTrail Lake event data stores retain up to 3,653 days (about 10 years) on the one-year extendable option; log file integrity validation retained from live card. Data events cost extra (CloudTrail pricing page). Difficulty d2->d1 per row.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-kms-key-rotation-and-multi-region,service,partial,https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html | https://docs.aws.amazon.com/kms/latest/developerguide/key-policies.html | https://docs.aws.amazon.com/kms/latest/developerguide/grants.html | https://docs.aws.amazon.com/kms/latest/APIReference/API_Encrypt.html | https://docs.aws.amazon.com/kms/latest/developerguide/deleting-keys.html | https://aws.amazon.com/kms/pricing/,"backlog row aws-kms-service. Verified: customer managed vs AWS managed (aws/<service>, rotated annually, cannot share resources across accounts, no monthly fee) vs AWS owned (no charge, not viewable); customer managed key $1/month prorated hourly, $0.03 per 10,000 requests, 20,000 free requests/month; every key has exactly one key policy, IAM policies cannot allow unless the key policy permits, key policies are Regional; grants allow-only, used by AWS services for temporary permissions; Encrypt plaintext max 4,096 bytes for SYMMETRIC_DEFAULT; deletion waiting period 7-30 days, default 30; rotation default 365 days and multi-Region key facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-iam-access-analyzer-credential-report,concept,partial,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction_attribute-based-access-control.html | https://docs.aws.amazon.com/lake-formation/latest/dg/what-is-lake-formation.html | https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-user-guide.html,"backlog row aws-data-access-governance-concept. Verified: S3 Block Public Access four settings (BlockPublicAcls, IgnorePublicAcls, BlockPublicPolicy, RestrictPublicBuckets), applicable at access point/bucket/account/organization level, most restrictive wins, AWS recommends all four on; ABAC uses principal/resource tags; Lake Formation grants at database/table/column/row/cell level enforced by Athena, Redshift Spectrum, EMR, Glue; CloudTrail data events log object-level activity. Access Analyzer and credential report facts retained from live card. Difficulty d1->d2 per row.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-backup-service,concept,partial,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithAutomatedBackups.BackupRetention.html | https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/PointInTimeRecovery.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lock.html | https://docs.aws.amazon.com/aws-backup/latest/devguide/vault-lock.html,"backlog row aws-data-recovery-concept. Verified: RDS backup retention 0-35 days (0 disables; Multi-AZ cluster 1-35); DynamoDB PITR recovery window up to 35 days, restore creates a new table; AWS Backup plan/vault/cross-Region copy/Organizations/Vault Lock facts retained from live card. Difficulty d1->d2 per row.",2026-09-21,check-B3a,"A: 'even root cannot undo after the grace period' applied to both locks; only AWS Backup Vault Lock compliance mode has a grace time (>= 72 hours, aws-backup vault-lock.html), S3 Object Lock compliance mode has none. Rewritten so the trigger phrase maps to each lock correctly; duplicate sentence merged (116 words).",B3a.md,yes
aws-s3-object-lock-worm,concept,partial,https://docs.aws.amazon.com/amazonglacier/latest/dev/vault-lock.html | https://docs.aws.amazon.com/AmazonCloudWatchLogs/latest/APIReference/API_PutRetentionPolicy.html | https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/Working-with-log-groups-and-streams.html | https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html,"backlog row aws-data-retention-classification-concept. Verified: Glacier Vault Lock policy locks WORM/retention controls and cannot be changed once locked (24-hour in-progress window); CloudWatch Logs retention default never expire, retentionInDays values 1 through 3653; Macie classification via managed/custom data identifiers. Object Lock compliance/governance/legal hold facts retained from live card; the governance-override IAM action name was paraphrased to avoid a prohibited word.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-kms-envelope-encryption,concept,partial,https://docs.aws.amazon.com/kms/latest/developerguide/data-keys.html | https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html | https://docs.aws.amazon.com/kms/latest/APIReference/API_Encrypt.html | https://aws.amazon.com/cloudhsm/faqs/,"backlog row aws-encryption-key-management-concept. Verified: GenerateDataKey returns plaintext + encrypted data key, KMS never stores data keys, Decrypt unwraps; Encrypt max 4,096 bytes; AWS owned free/invisible, AWS managed rotated yearly with no policy control, customer managed full control incl. cross-account; CloudHSM single-tenant, FIPS 140-3 Level 3 (hsm2m.medium) / FIPS 140-2 Level 3. Difficulty d3->d2 and USAGE added per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-lambda-event-source-mappings-sqs-batching,mcq,partial,https://docs.aws.amazon.com/lambda/latest/dg/with-sqs.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-errorhandling.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-parameters.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-scaling.html | https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-dead-letter-queues.html,"backlog row aws-lambda-sqs-batch-partial-failure-mcq-10; live Q/A card converted to MCQ under the same uid (qualifier bucket most-performant rendered as MOST efficient). Verified: by default a batch error makes all messages visible again after the visibility timeout; ReportBatchItemFailures in FunctionResponseTypes returns batchItemFailures with itemIdentifier message IDs; throwing an exception fails the whole batch; BatchSize default 10, max 10,000 standard / 10 FIFO; batch window up to 5 minutes (300 s); invocation payload quota 6 MB; at-least-once delivery, idempotency recommended; SQS redrive policy maxReceiveCount moves a message to the DLQ after that many receives; scaling starts at five concurrent invocations, +300/minute.",2026-09-21,check-B3a,"WHY on the DLQ distractor: 'each of those receives reprocesses the nine good messages' implied the same batch is re-polled; reworded to 'every batch it lands in fails whole, so its companions are reprocessed' (batches regroup on each poll). Verified maxReceiveCount semantics (sqs-dead-letter-queues.html) and whole-batch failure default (services-sqs-errorhandling.html). All other numbers (10,000/10 batch size, 300 s window, 6 MB payload) re-verified.",B3a.md,yes
aws-api-gateway-caching-and-throttling,concept,partial,https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-limits.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/canary-release.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/how-to-specify-certificate-for-custom-domain-name.html,"backlog row aws-api-management-lifecycle. Verified: account-level throttle 10,000 requests per second with 5,000 burst per Region; integration timeout 50 ms-29 s default, raisable for Regional/private REST APIs; cache TTL max 3,600 s; canary release = percentTraffic on a stage's canarySettings with stage variable overrides, promote when satisfied; ACM certificate must be in us-east-1 for edge-optimized custom domains and in the API's Region for Regional ones. Cache/usage plan facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-global-accelerator-vs-cloudfront,concept,partial,https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html | https://aws.amazon.com/cloudfront/features/,"backlog row aws-edge-accelerator-offload (written from the origin-offload / when-neither angle to stay distinct from aws-edge-networking-cloudfront-vs-ga). Verified: Global Accelerator provides two static anycast IPv4 addresses that persist while the accelerator exists and are lost on delete; endpoints NLB, ALB, EC2, Elastic IP across Regions; routes over the AWS global network; CloudFront 750+ points of presence. TCP/UDP listeners and no-cache facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,no: alternate replacement block not used
aws-sqs-sns-eventbridge-choice,concept,partial,https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-rule-retry-policy.html | https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-rule-dlq.html | https://docs.aws.amazon.com/lambda/latest/dg/with-sqs.html,"backlog row aws-event-driven-architecture. Verified: EventBridge retries delivery for 24 hours and up to 185 times with exponential backoff and jitter, then drops the event; DLQ (standard SQS queue) receives undelivered events; event source mappings and standard queues deliver at least once, consumers should be idempotent. Self-referential USAGE replaced per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change",B3a.md,yes
aws-alb-vs-nlb,"concept+pattern+service (rows 29,33,49 merged; §3 usage fix)",partial,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listener-rules.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/application/rule-action-types.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-target-groups.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/network/introduction.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/gateway/introduction.html,"ALB rule conditions host/path/HTTP header/method/query string/source IP; forward action with weighted target groups; target types instance/ip/lambda; ip targets reach peered VPCs and on-prem via DX/VPN; health checks per target group; ASG attachment registers targets; NLB layer 4, TCP/UDP/TLS, millions of requests per second, static IP + optional one EIP per subnet; GWLB layer 3, GENEVE port 6081, firewall/IDS appliances",2026-09-21,check-B3b,"A: ""third type"" -> ""third current-generation type"" (Classic LB still exists); ledger: dead listener-update-rules.html URL (302 to guide root) replaced by listener-rules.html + rule-action-types.html; all rule conditions, weighted forward 0-999, target types, DX/VPN ip targets, NLB one EIP per subnet, GWLB GENEVE 6081 re-verified",B3b.md,no: alternate replacement block not used
aws-lambda-limits-timeout-payload,"concept+service (rows 30,52 merged)",partial,https://docs.aws.amazon.com/lambda/latest/dg/gettingstarted-limits.html | https://docs.aws.amazon.com/lambda/latest/dg/lambda-invocation.html | https://docs.aws.amazon.com/AmazonECS/latest/developerguide/fargate-tasks-services.html | https://docs.aws.amazon.com/lambda/latest/dg/lambda-managed-instances.html,"timeout 900 s (15 min); Lambda Managed Instances up to 5,400 s (90 min) for async and most ESM invocations; memory 128-10,240 MB; payload 6 MB sync / 1 MB async; package 50 MB zipped / 250 MB unzipped; container image 10 GB; default 1,000 concurrent executions per Region; sync vs async vs event source mapping invocation models",2026-09-21,check-B3b,"none; 900 s, 5,400 s Managed Instances (async + ESM except MQ/DocumentDB), 128-10,240 MB, 6 MB sync / 1 MB async, 50/250 MB, 10 GB image, 1,000 concurrency re-verified",B3b.md,no: alternate replacement block not used
aws-ebs-vs-efs-vs-instance-store,concept (row 31; §3 usage fix),partial,https://docs.aws.amazon.com/AmazonS3/latest/userguide/upload-objects.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/qfacts.html | https://aws.amazon.com/efs/faq/ | https://docs.aws.amazon.com/ebs/latest/userguide/ebs-volume-types.html,"single PUT up to 5 GB; multipart up to 50 TB (48.8 TiB); S3 designed for 99.999999999% durability (existing card); EFS NFS-only, 11 nines; EBS one instance one AZ",2026-09-21,check-B3b,"none; 5 GB single PUT, 50 TB (48.8 TiB) multipart, EFS 11 nines NFS v4 re-verified",B3b.md,yes
aws-step-functions-standard-vs-express,concept (row 32),partial,https://docs.aws.amazon.com/step-functions/latest/dg/concepts-error-handling.html | https://docs.aws.amazon.com/step-functions/latest/dg/choosing-workflow-type.html,"Retry fields IntervalSeconds (default 1), MaxAttempts (default 3), BackoffRate (default 2.0), MaxDelaySeconds, JitterStrategy FULL/NONE; Catch on Task/Parallel/Map; States.Timeout from TimeoutSeconds/HeartbeatSeconds; Standard 1 year / Express 5 min retained from existing card",2026-09-21,check-B3b,"none; one year / five minutes, exactly-once vs at-least-once (async Express), per-transition vs executions+duration+memory billing, CloudWatch Logs history, Retry fields and JitterStrategy re-verified",B3b.md,yes
aws-elastic-ip-and-eni-failover,"mcq (row 34, LEAST amount of change)",partial,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/network/introduction.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-eni.html,"EIP is static public IPv4, Region-scoped, rapidly remappable to another instance to mask failure; close connections before reassociating; default quota 5 per Region; NLB static IP per AZ (distractor)",2026-09-21,check-B3b,"none; EIP static, rapid remap masks failure, close connections first, 5 per Region; primary ENI cannot be detached, ENI same-AZ re-verified; qualifier verbatim, one correct, 4 options",B3b.md,yes
aws-aurora-backtrack-and-cloning,"mcq (row 35, FASTEST)",partial,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_PIT.html | https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateDBInstance.html | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-global-database.html | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/AuroraMySQL.Managing.Backtrack.html,"PITR creates a new DB instance; transaction logs uploaded every 5 minutes; LatestRestorableTime; BackupRetentionPeriod 0-35 days, default 1, 0 disables; Backtrack 72 h / enable at creation / Aurora MySQL only retained from existing card; Global Database doesn't support Backtrack",2026-09-21,check-B3b,"A: ""0 to 35 day retention window"" -> ""1 to 35 days; 0 switches automated backups off"" (API constraint 0-35, 0 disables); Backtrack ""enabled at cluster creation"" -> ""when created or restored from a snapshot, cannot be switched on later"" (doc: cannot modify a cluster to enable it); 72 h, Aurora MySQL only, PITR new instance, logs every 5 min, LatestRestorableTime re-verified",B3b.md,yes
aws-aurora-global-database,"mcq (row 36, LEAST operational overhead)",partial,https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-global-database.html | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-global-database-disaster-recovery.html | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/Aurora.Replication.html,"up to 10 secondary Regions; storage-level replication, lag typically under a second; global writer endpoint; RTO order of minutes (secondary assumes primary role within a few minutes); RPO typically seconds; switchover RPO 0; rds.global_db_rpo (Aurora PostgreSQL, 20 s min); old primary re-added automatically after managed failover",2026-09-21,check-B3b,"WHY (cross-Region read replica): rewritten - Aurora PostgreSQL does not support cross-Region Aurora Replicas at all (Aurora.Replication.html); engine-level lag/manual promotion kept for engines that have it; 10 secondaries, lag under a second, writer endpoint, failover within a few minutes, auto re-add, switchover RPO 0, rds.global_db_rpo 20 s min re-verified",B3b.md,yes
aws-elasticache-redis-cluster-mode-and-multi-az,"mcq (row 37, HIGHEST availability)",partial,https://docs.aws.amazon.com/AmazonElastiCache/latest/dg/AutoFailover.html | https://docs.aws.amazon.com/AmazonElastiCache/latest/dg/SelectEngine.html,"Multi-AZ needs >=1 read replica; replica with least lag promoted, writes resume typically within a few seconds; primary endpoint DNS propagated; async replication may lose data; Memcached: no replication, no automatic failover, backup only for serverless",2026-09-21,check-B3b,"none; Multi-AZ needs a replica, least-lag replica promoted in a few seconds, primary endpoint DNS propagated, async replication data loss, Memcached no replication/failover/backup (node-based) re-verified",B3b.md,yes
