uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-ci-pipeline-auth-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/admin-api-keys,"Admin API keys authenticate Admin, Usage and Cost, Rate Limits, Analytics, Compliance APIs; created by organization admins",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-ios-app-auth-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/app-attest,"App Attest authenticates iOS and macOS apps calling the Claude API directly from the device; each installation proves it is a genuine unmodified build via Apple's App Attest; Anthropic issues a short-lived access token billed to your workspace; app ships no API key and no proxy needed; tokens scoped to workspace, expire after one hour, authorize only Messages API calls, carry no end-user identity; requires a physical device with Secure Enclave; register app in Console App integrations with Team ID and up to 32 bundle IDs, client ID clid_...; revoke integration to invalidate tokens",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-ios-app-auth-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/authentication,"WIF is for workloads with a platform-issued identity (AWS, Google Cloud, Azure, CI/CD, Kubernetes); key expiration limits leak lifetime but is not a substitute for secret hygiene",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-exit-code-mcq,mcq,https://code.claude.com/docs/en/hooks,Exit 2 blocks PreToolUse tool call with stderr as reason; other exit codes non-blocking unless valid JSON decision; plain-text stdout with non-zero non-2 exit is a non-blocking error; PostToolUse exit 2 blocks tool results from reaching Claude after the tool already ran,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,WHY for PostToolUse distractor corrected: current page says PostToolUse exit 2 'shows stderr to Claude; the tool already ran' and decision block leaves the original output visible (Claude still sees it); old text 'hides the result from Claude' was stale. Ledger note from first pass ('blocks tool results from reaching Claude') superseded
ccdvf-hook-exit-code-mcq,mcq,https://code.claude.com/docs/en/permissions,Permission rules are enforced by Claude Code not the model; CLAUDE.md instructions shape what Claude tries but don't change what Claude Code allows,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-env-file-protection-mcq,mcq,https://code.claude.com/docs/en/permissions,"Read deny rules enforced for built-in file tools, Grep, Glob, @file mentions and recognized Bash file commands plus redirections; Read deny also blocks Edit and Write on the same path; bare filename patterns match at any depth, Read(.env) equals Read(**/.env); Bash rules match one spelling of the command text only; permission rules not enforced by the model",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"Distractor d replaced: .gitignore option rested on an undocumented claim about Claude Code file tools. New d = Edit(**/.env) deny only; WHY: Edit rules cover modifying tools, do not block Read/Grep/cat, while a Read deny also blocks Edit and Write (permissions#read-and-edit). A: last sentence updated"
ccdvf-curl-network-control-mcq,mcq,https://code.claude.com/docs/en/permissions,"Bash(curl *) deny doesn't match /usr/bin/curl or sh -c; argument-constraining patterns like Bash(curl http://github.com/ *) are fragile (options before URL, different protocol, redirects, variables); for reliable URL filtering use deny rules paired with the sandbox network allowlist; CLAUDE.md guidance shapes but doesn't enforce; WebFetch alone doesn't prevent network access if Bash is allowed",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"Distractor d replaced (third CLAUDE.md distractor in the fragment): new d = drop Bash allow + WebFetch(domain:github.com); WHY from permissions page note 'using WebFetch alone doesn't prevent network access. If Bash is allowed, Claude can still use curl, wget...'. A: adds hostname-only/no-TLS-inspection caveat from sandboxing#security-limitations"
ccdvf-curl-network-control-mcq,mcq,https://code.claude.com/docs/en/sandboxing,"Network isolation via proxy outside the sandbox; allowedDomains pre-allow; strictAllowlist true denies hosts outside the allowlist instead of prompting; restrictions apply to all scripts, programs and subprocesses spawned by commands; OS enforcement holds regardless of what the model chose to run",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-workspace-env-separation-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/workspaces,"Environment separation use case (development with lower rate limits, staging, production); API keys scoped to a workspace only access resources within it; workspace spend limits and rate limits can be set lower than the organization's; cannot set limits on the Default Workspace; organization-wide limits always apply",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-workspace-env-separation-mcq,mcq,https://platform.claude.com/docs/en/api/overview,Message Batches API processes requests asynchronously with 50% cost reduction,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-zdr-feature-choice-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/api-and-data-retention,"Feature eligibility table: Files API No (retained until deleted or expired); Batch processing No (29-day retention, async storage required); Prompt caching Yes (prompts and outputs not stored, KV cache representations and hashes held in memory); PDF support Yes via Messages API inline; Token counting Yes; under ZDR the API does not block No features",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-refusal-handling-mcq,mcq,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/handle-streaming-refusals,"Refusals are responses not errors: successful HTTP 200 with stop_reason refusal, monitoring built on error rates won't surface it; stop_details on message_delta; re-sending to the same model usually results in another refusal; retry on a fallback model or reset context; redeem fallback credit on manual retries; provide custom user-facing messaging; SDK stream example branches on event.type message_delta and delta.stop_reason refusal",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-tool-scope-mcq,mcq,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Harmlessness screen with Claude Haiku 4.5 pre-screens user input; structured boolean verdict; it is a probabilistic classifier layered with least privilege, not a replacement for removing tool access",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,added: source for the new input-screen distractor
ccdvf-email-agent-injection-mcq,mcq,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,authorization_token is an OAuth access token the API consumer obtains and refreshes; it authenticates the server connection and has no per-recipient authorization role,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,added: source for the new OAuth-token distractor
ccdvf-hook-exit-code-mcq,mcq,https://code.claude.com/docs/en/hooks,"PostToolUse decision control: decision block adds the reason next to the tool result and Claude still sees the original output; updatedToolOutput replaces it; exit 2 on PostToolUse shows stderr to Claude, the tool already ran",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,added: exact PostToolUse semantics behind the corrected WHY
ccdvf-curl-network-control-mcq,mcq,https://code.claude.com/docs/en/sandboxing,"Security limitations: proxy allows by client-supplied hostname and by default does not terminate or inspect TLS, so broad domains such as github.com can create exfiltration paths (domain fronting); strictAllowlist honored from user, managed or CLI settings only",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,added: source for the hostname/TLS caveat in A
ccdvf-read-deny-sensitive-files,feature,https://code.claude.com/docs/en/sandboxing,Permission rules table: Read and Edit deny rules block access to specific files or directories and are merged with sandbox settings into the final sandbox configuration; sandbox scope excludes Read/Edit/Write tools which use the permission system,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,added: source for the sandbox-merge sentence
