uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-thinking-disabled-xhigh-400-mcq-12,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,Opus 5 rejects enabled; disabled accepted only at high or below; leaked tool calls with thinking disabled,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-content-index-zero-break-mcq-13,mcq,https://platform.claude.com/docs/en/models/opus-5/migration-guide,thinking on by default; thinking blocks precede text; content[0].text breaks; select blocks by type; display omitted default,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-content-index-zero-break-mcq-13,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,adaptive mode may produce turns with no thinking block,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-model-alias-drift-mcq-14,mcq,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,dateless 4.6+ IDs are pinned snapshots not aliases; pre-4.6 aliases resolve to latest dated snapshot; serving infrastructure can change behavior on a fixed ID; no dated form for 4.6+ IDs,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-retirement-notice-mcq-15,mcq,https://platform.claude.com/docs/en/about-claude/model-deprecations,at least 60 days notice; Console Usage page Export CSV by API key and model; requests to retired models fail; migrate before retirement date,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-rate-limit-cache-mcq-16,mcq,https://platform.claude.com/docs/en/api/rate-limits,cache_read_input_tokens do not count toward ITPM (most models); limits at organization level per model; max_tokens does not factor into OTPM; example 2M ITPM + 80% cache = 10M input tokens/min,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-rate-limit-cache-mcq-16,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing,batches: results up to 24 hours; separate rate limits,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-invalidators-mcq-17,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,invalidation table: tool definitions invalidate entire cache; system prompt changes invalidate system and messages; effort set explicitly to default does not invalidate; prefix order tools -> system -> messages,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-vs-downgrade-mcq-18,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,costs too high quality fine -> tune effort down; sweep effort before a second model; orchestrator pays only with bulk/over-context work; max_tokens does not make model economize,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-blocks-tool-loop-mcq-19,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,400 thinking or redacted_thinking blocks in the latest assistant message cannot be modified; common cause filtering by type dropping redacted_thinking or rebuilding the message; echo verbatim,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-blocks-tool-loop-mcq-19,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking,omitted blocks are complete (signature); text in empty thinking field ignored; adaptive thinking supports forced tool use,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-long-context-pricing-mcq-20,mcq,https://platform.claude.com/docs/en/build-with-claude/context-windows,"1M default for Fable 5.1, Opus 5, Sonnet 5 etc.; no beta header; standard pricing; Sonnet 4.5 and others 200k; Haiku 4.5 200K",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-long-context-pricing-mcq-20,mcq,https://platform.claude.com/docs/en/about-claude/pricing,4.6+ models include full 1M at standard pricing; 900k-token request billed at same per-token rate as 9k,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-few-shot-format-drift-mcq-21,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-engineering/claude-prompting-best-practices,examples are one of the most reliable ways to steer output format; 3-5 examples; <example>/<examples> tags,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-few-shot-format-drift-mcq-21,mcq,https://platform.claude.com/docs/en/about-claude/model-deprecations,non-default temperature returns 400 on 4.7+,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-advisor-consult-rate-mcq-22,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,low-effort executor can stop detecting it is stuck and score below executor alone; advisor pays with capability gap; orchestrator for bulk/over-context work; baseline stronger model alone at low effort,2026-09-21,factcheck-d5-2026-09-21,WHY for prompt-plea distractor now acknowledges the documented cadence prompt and explains why 'when unsure' fails at low effort
ccdvf-fast-mode-facts-mcq-23,mcq,https://platform.claude.com/docs/en/build-with-claude/fast-mode,"up to 2.5x OTPS not TTFT; separate rate limit; switching speed = cache miss; $10/$50; not with Batch or Priority Tier; Claude API (incl. Managed Agents) only, not Bedrock/AWS platform/Google Cloud/Foundry",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-usage-tracking-mcq-24,mcq,https://platform.claude.com/docs/en/manage-claude/usage-cost-api,"usage_report/messages and cost_report endpoints; require Admin API key, org:admin OAuth token or personal/service account key not scoped to a workspace (workspace keys do not work); group by workspace/model; uncached input, cached, cache creation, output tokens",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-usage-tracking-mcq-24,mcq,https://platform.claude.com/docs/en/build-with-claude/token-counting,"token counting is an estimate, does not use caching logic",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-is-behavioral-signal,concept,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,task budget (beta): the model sees a live token countdown for the whole task and self-regulates,2026-09-21,factcheck-d5-2026-09-21,new source row for the countdown claim
ccdvf-non-determinism-temperature-zero,concept,https://platform.claude.com/docs/en/about-claude/model-deprecations,temperature/top_p/top_k return 400 only when set to a non-default value on 4.7+,2026-09-21,factcheck-d5-2026-09-21,new source row supporting the reworded sentence
ccdvf-effort-vs-model-switch,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,upgrade row: current model solves more tasks at a cost per solved task from about 40% lower to about 20% higher; Opus 5 at low beats Opus 4.8 default for about 30% of its cost per solved task; Opus 5 vs 4.8 on SWE-bench Pro subset: +12 points at 21% more per solved task,2026-09-21,factcheck-d5-2026-09-21,new source row for the corrected range
ccdvf-right-size-classifier-mcq-01,mcq,https://platform.claude.com/docs/en/about-claude/pricing,"Opus 5 $5/$25 base, batch $2.50/$12.50; Haiku 4.5 $1/$5; batch = 50% off input and output",2026-09-21,factcheck-d5-2026-09-21,new source row for replaced distractors
ccdvf-right-size-classifier-mcq-01,mcq,https://platform.claude.com/docs/en/build-with-claude/effort,"effort affects all output tokens (text, tool calls, thinking); it does not change the input price",2026-09-21,factcheck-d5-2026-09-21,new source row for replaced distractor
ccdvf-cache-ttl-support-chat-mcq-04,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,keep-alive (max_tokens 0 every 4 minutes) measured on Sonnet 5 and Opus 5: saved nothing over the 1-hour duration and cost more with a pause before every turn; on Fable 5.1 (0.025x reads) keep-alive cost 13-20% less than 1-hour while pauses ran minutes,2026-09-21,factcheck-d5-2026-09-21,new source row for the rewritten WHY
ccdvf-eval-batch-cache-mcq-07,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"each batched request needs max_tokens >= 1; max_tokens 0 pre-warming not supported inside a batch (entry would likely expire before follow-up); cache hits best-effort, 30% to 98%; include identical cache_control in every request, steady stream, share prefix; 1-hour duration recommended because batches can take longer than 5 minutes; processing_status in_progress -> ended; results in any order, match by custom_id; 24-hour window",2026-09-21,factcheck-d5-2026-09-21,new source row for the rewritten card
ccdvf-eval-batch-cache-mcq-07,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,cache entry = cumulative hash of the prefix up to the breakpoint; content that varies ahead of the breakpoint means no request shares an entry; batch + cache multipliers stack,2026-09-21,factcheck-d5-2026-09-21,new source row for the rewritten card
ccdvf-advisor-consult-rate-mcq-22,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,consult rate responds to prompting: advisor tool docs give a system prompt asking for one call before substantive work and one before finishing (about two to three calls per task); with only the built-in description executors under-call; restore the executor's effort if the consult rate collapses; on Chartography a pairing consulted on nearly every task cost 2.6x the advisor model alone at medium,2026-09-21,factcheck-d5-2026-09-21,new source row for the rewritten WHY
