uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-web-search-vs-web-fetch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-fetch-tool,"Fetch when URL in conversation; combined search + fetch when user names a resource without URL; fetch no additional charge, citations optional/off by default; PDFs base64",2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-vs-web-fetch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-search-tool,"Search when information is current/changing; $10 per 1,000 searches; citations always enabled",2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-vs-web-fetch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,Enabling or disabling web search / web fetch invalidates system and messages caches,2026-09-21,check-D8,"verified, no change"
ccdvf-code-execution-vs-bash-tool,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/code-execution-tool,"Multicomputer environment: code execution in Anthropic's sandbox vs client tools in your environment; Claude may confuse them; recommended system prompt text (state does NOT persist between environments, use code_execution for general computation, client bash for local system, pass results explicitly); especially when combining with web search/fetch which enable code execution automatically",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-resources-vs-tools-for-data,pattern,https://modelcontextprotocol.io/docs/learn/server-concepts,"Resources application-driven: app retrieves and decides how to use (subset, embeddings, raw); resource URIs and templates; tools model-controlled; prompts user-controlled",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-resources-vs-tools-for-data,pattern,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Only tool calls supported by the connector; client-side helpers convert resources to content blocks (mcpResourceToContent),2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-server-output-shaping,pattern,https://www.anthropic.com/engineering/writing-tools-for-agents,"Pagination, range selection, filtering, truncation with sensible defaults; Claude Code restricts tool responses to 25,000 tokens by default; steer toward targeted searches; actionable errors; response_format concise/detailed",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-server-output-shaping,pattern,https://code.claude.com/docs/en/mcp,"Warning at 10,000 tokens, default limit 25,000, over-limit text saved to file; anthropic/maxResultSizeChars for inherently large outputs (schemas, file trees)",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-versioning-strategy,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,"_YYYYMMDD suffix; new version when behavior/schema/model support changes; older versions remain available; capability-keyed (web_search_20260209 dynamic filtering, 20260318 response_inclusion, code_execution_20260120 programmatic, 20260521 per-cell limit), model-keyed (text_editor_20250728 Claude 4+, 20250124 earlier), variant (regex/bm25), legacy (code_execution_20250522 Python-only), successor (computer_toolset_20260801 over computer_20251124)",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-versioning-strategy,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/code-execution-tool,Older tool versions aren't guaranteed to stay compatible with newer models; web_search_20260209 / web_fetch_20260209 and later require code_execution_20260120 or later,2026-09-21,check-D8,"verified, no change"
ccdvf-remote-mcp-auth-pattern,pattern,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"API consumers handle the OAuth flow, obtain access token before the call, refresh as needed; authorization_token in mcp_servers; MCP Inspector npx @modelcontextprotocol/inspector Quick OAuth Flow to obtain access_token for testing; MCP spec authorization section",2026-09-21,check-D8,"verified, no change"
ccdvf-remote-mcp-auth-pattern,pattern,https://code.claude.com/docs/en/mcp,/mcp lists servers with 'Needs authentication' status and browser login; claude mcp login <name>; --header 'Authorization: Bearer ...' for token-based servers,2026-09-21,check-D8,"verified, no change"
ccdvf-overlapping-tools-mcq-01,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"Descriptions are by far the most important factor; consolidate related operations; fewer tools reduce selection ambiguity; strict guarantees input shape not tool choice; tool_choice any forces some tool, not a specific one",2026-09-21,check-D8,"verified, no change"
ccdvf-overlapping-tools-mcq-01,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,Tool selection accuracy degrades past 30–50 tools,2026-09-21,check-D8,"verified, no change"
ccdvf-skill-vs-mcp-choice-mcq-02,mcq,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Skills package instructions, scripts, resources; load on demand; reduce repetition across conversations; description-triggered; Claude Code project/personal Skills shareable via plugins",2026-09-21,check-D8,"verified, no change"
ccdvf-skill-vs-mcp-choice-mcq-02,mcq,https://modelcontextprotocol.io/docs/learn/architecture,MCP is a protocol for context exchange with servers that provide capabilities to AI applications,2026-09-21,check-D8,"verified, no change"
ccdvf-mixed-turn-400-mcq-03,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,Mixed turn: follow-up user message must contain nothing except tool_result blocks; text after results → 400 'was found without a corresponding web_fetch_tool_result block'; dropping tool → 400 'but no web_fetch tool was provided'; pause_turn differs (no client tool waiting); server tools never accept client tool_result,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-search-context-bloat-mcq-04,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,~55k tokens for GitHub/Slack/Sentry/Grafana/Splunk setup; >85% reduction; 3–5 tools loaded; accuracy degrades past 30–50 tools; use when ≥10 tools or >10k tokens; MCP defer via mcp_toolset default_config; keep 3–5 hot tools non-deferred,2026-09-21,check-D8,"verified, no change"
ccdvf-strict-passengers-int-mcq-05,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/strict-tool-use,"passengers 'two' / '2' vs 2 example; strict guarantees correctly-typed arguments every time, no validate-and-retry; additionalProperties false",2026-09-21,check-D8,"WHY (system-prompt distractor): fabricated ""3 percent becomes 1 percent"" removed; now states a residual share remains without sampling constraint"
ccdvf-strict-passengers-int-mcq-05,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/define-tools,"tool_choice tool forces a call, does not validate inputs; any + strict guarantees both",2026-09-21,check-D8,"WHY (system-prompt distractor): fabricated ""3 percent becomes 1 percent"" removed; now states a residual share remains without sampling constraint"
ccdvf-stdio-vs-http-deploy-mcq-06,mcq,https://modelcontextprotocol.io/docs/learn/architecture,Remote Streamable HTTP servers serve many clients; stdio typically single client; HTTP auth incl. OAuth,2026-09-21,check-D8,"Stem resembled official sample 3 (service reusable across several Claude apps, maintained independently); rewritten to a concrete stdio-to-remote migration with three named consumers (connector bot, Claude Code plugin, Agent SDK service) and a single-deployment constraint; options reworded, correct answer and distractor angles unchanged; A: and USAGE: rewritten"
ccdvf-stdio-vs-http-deploy-mcq-06,mcq,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Connector requires public HTTP (Streamable HTTP or SSE); stdio cannot be connected,2026-09-21,check-D8,"Stem resembled official sample 3 (service reusable across several Claude apps, maintained independently); rewritten to a concrete stdio-to-remote migration with three named consumers (connector bot, Claude Code plugin, Agent SDK service) and a single-deployment constraint; options reworded, correct answer and distractor angles unchanged; A: and USAGE: rewritten"
ccdvf-stdio-vs-http-deploy-mcq-06,mcq,https://code.claude.com/docs/en/mcp,SSE transport deprecated in Claude Code; HTTP recommended,2026-09-21,check-D8,"Stem resembled official sample 3 (service reusable across several Claude apps, maintained independently); rewritten to a concrete stdio-to-remote migration with three named consumers (connector bot, Claude Code plugin, Agent SDK service) and a single-deployment constraint; options reworded, correct answer and distractor angles unchanged; A: and USAGE: rewritten"
ccdvf-readonly-assistant-allowlist-mcq-07,mcq,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Allowlist: default_config enabled false + configs enabled true for search_events/create_event; denylist example delete_all_events / share_calendar_publicly; disabled tools not presented; allowed_callers not accepted on mcp_toolset (tool-reference),2026-09-21,check-D8,"WHY (denylist distractor): acknowledges the connector page recommends denylisting known write tools, and explains why this particular denylist (delete_all_events only) still leaves share tools reachable"
ccdvf-readonly-assistant-allowlist-mcq-07,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,allowed_callers available on all tools except mcp_toolset,2026-09-21,check-D8,"WHY (denylist distractor): acknowledges the connector page recommends denylisting known write tools, and explains why this particular denylist (delete_all_events only) still leaves share tools reachable"
ccdvf-web-fetch-url-not-in-context-mcq-08,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-fetch-tool,url_not_in_prior_context vs url_not_allowed; cannot fetch URLs only in system prompt or Claude's output; to make a system-prompt URL fetchable include it in a user message; max_uses caps fetch count,2026-09-21,check-D8,"verified, no change"
ccdvf-web-fetch-url-not-in-context-mcq-08,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-search-tool,"Web search $10 per 1,000 searches",2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-20-lookups-mcq-09,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,20-employee budget example: 20 round trips → one script; intermediate results not loaded into context; allowed_callers code_execution_20260120; requires code_execution_20260120+,2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-20-lookups-mcq-09,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,Parallel tool calls all return results to Claude in one user message (still in context),2026-09-21,check-D8,"verified, no change"
ccdvf-bash-tool-safety-mcq-10,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,"Security: isolated container/VM, least-privileged user, treat every command as untrusted input; allowlist rather than blocklist (blocklist misses commands it didn't anticipate); reject shell operators; resource limits (ulimit); log commands; redact secrets; timeouts kill shell and process group",2026-09-21,check-D8,"A: adds the bash-tool page distinction that isolation is ""the real control"" and the allowlist check is a tripwire; correct set unchanged"
ccdvf-pause-turn-handling-mcq-11,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,"pause_turn: pass paused response back as-is, include same tools (validation error if missing), repeat as needed with cap; server tool results are not client tool_result",2026-09-21,check-D8,"verified, no change"
ccdvf-cache-tool-choice-mcq-12,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,Changing tool_choice invalidates messages cache only; modifying tool definitions invalidates entire cache; place breakpoints before the variation point,2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-primitive-choice-mcq-13,mcq,https://modelcontextprotocol.io/docs/learn/server-concepts,Tools model-controlled with inputSchema; resources application-controlled with URIs via resources/read; prompts user-controlled requiring explicit invocation,2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-primitive-choice-mcq-13,mcq,https://modelcontextprotocol.io/docs/learn/architecture,Sampling deprecated as of protocol version 2026-07-28; new implementations should integrate directly with LLM provider APIs,2026-09-21,check-D8,"verified, no change"
ccdvf-agent-sdk-custom-tool-mcq-14,mcq,https://code.claude.com/docs/en/agent-sdk/custom-tools,@tool + create_sdk_mcp_server in-process (not a separate process); mcp_servers option; allowed_tools mcp__{server}__{tool},2026-09-21,check-D8,"verified, no change"
ccdvf-agent-sdk-custom-tool-mcq-14,mcq,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Connector is for remote HTTPS servers with beta header mcp-client-2025-11-20,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-response-shaping-mcq-15,mcq,https://www.anthropic.com/engineering/writing-tools-for-agents,"response_format concise/detailed; pagination, filtering, truncation with sensible defaults; steer toward targeted follow-up calls; semantic names over UUIDs",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-response-shaping-mcq-15,mcq,https://code.claude.com/docs/en/mcp,"MAX_MCP_OUTPUT_TOKENS changes when Claude Code spills output to a file (default 25,000, warning 10,000), not the tool's output size",2026-09-21,check-D8,"verified, no change"
ccdvf-stdio-vs-http-deploy-mcq-06,mcq,https://code.claude.com/docs/en/agent-sdk/mcp,"Agent SDK mcpServers accepts stdio, HTTP, and SSE server configs; ""if the docs give you a URL, use HTTP or SSE""; remote HTTP servers reachable from an SDK application",2026-09-21,check-D8,row added by check-D8 for the Agent SDK consumer named in the rewritten stem
